Date,AAPL,MSFT,YHOO,NFLX,BMW,F,FB,GOOG,GM,GE,LULU,C,JPM
07/10/2015,110.78,46.8,31.87,108.1,86.212,14.75,92.4,642.36,33.05,27.77,54,51.32,62.13
08/10/2015,109.5,47.45,32.37,114.93,87.162,14.99,92.47,639.16,33.43,28.03,54.21,51.65,62.13
09/10/2015,112.12,47.11,32.52,113.33,87.731,14.97,93.24,643.61,32.95,28.07,52.75,51.38,61.93
10/10/2015,112.12,47.11,32.52,113.33,87.731,14.97,93.24,643.61,32.95,28.07,52.75,51.38,61.93
11/10/2015,112.12,47.11,32.52,113.33,87.731,14.97,93.24,643.61,32.95,28.07,52.75,51.38,61.93
12/10/2015,111.6,47,32.86,113.45,89.306,14.98,94.26,646.67,33.02,28.09,51.91,51.28,61.72
13/10/2015,111.79,46.89,32.34,109.73,87.512,14.94,94.12,652.3,33.13,27.87,51.58,51.21,61.55
14/10/2015,110.21,46.68,32.09,110.23,86.899,15.01,94.07,651.16,33.33,27.6,51.54,50.72,59.99
15/10/2015,111.86,47.01,33.48,101.09,87.52,15.22,95.96,661.74,33.32,28.03,52.52,52.97,61.89
16/10/2015,111.04,47.51,33.37,98.99,86.869,15.28,97.54,662.2,33.15,28.98,53.81,52.69,62.43
17/10/2015,111.04,47.51,33.37,98.99,86.869,15.28,97.54,662.2,33.15,28.98,53.81,52.69,62.43
18/10/2015,111.04,47.51,33.37,98.99,86.869,15.28,97.54,662.2,33.15,28.98,53.81,52.69,62.43
19/10/2015,111.73,47.62,33.5,101.69,87.519,15.36,98.47,666.1,33.24,28.99,53.26,52.86,62.22
20/10/2015,113.77,47.77,32.83,98.99,87.206,15.38,97,650.28,33.48,28.78,52.93,52.84,62.52
21/10/2015,113.76,47.2,31.12,97.96,87.815,15.41,97.11,642.61,35.42,28.85,52,51.81,62.06
22/10/2015,115.5,48.03,31.67,97.32,90.739,15.58,99.67,651.79,35.42,29.58,52.33,52.51,63.19
23/10/2015,119.08,52.87,33.17,100.04,93.562,15.67,102.19,702,35.95,29.51,48.49,53.64,63.87
24/10/2015,119.08,52.87,33.17,100.04,93.562,15.67,102.19,702,35.95,29.51,48.49,53.64,63.87
25/10/2015,119.08,52.87,33.17,100.04,93.562,15.67,102.19,702,35.95,29.51,48.49,53.64,63.87
26/10/2015,115.28,54.25,33.4,103.04,92.81,15.68,103.77,712.78,35.67,29.55,48.3,53.11,63.9
27/10/2015,114.55,53.69,34.3,103.07,92.613,14.89,103.7,708.49,34.97,29.46,48.28,52.61,63.64
28/10/2015,119.27,53.98,35.185,105.8,93.412,14.97,104.2,712.95,35.22,29.39,49.24,54.73,65.5
29/10/2015,120.53,53.36,35.05,105.12,93.642,14.73,104.88,716.92,34.75,29.34,48.79,53.66,65.21
30/10/2015,119.5,52.64,35.62,108.38,93.093,14.81,101.97,710.81,34.91,28.92,49.17,53.17,64.25
31/10/2015,119.5,52.64,35.62,108.38,93.093,14.81,101.97,710.81,34.91,28.92,49.17,53.17,64.25
01/11/2015,119.5,52.64,35.62,108.38,93.093,14.81,101.97,710.81,34.91,28.92,49.17,53.17,64.25
02/11/2015,121.18,53.24,35.27,107.64,94.32,14.75,103.31,721.11,35.57,29.4,51.08,53.83,65.54
03/11/2015,122.57,54.15,34.72,109.74,93.462,14.81,102.58,722.16,35.78,29.59,52.09,54.16,65.78
04/11/2015,122,54.4,35.07,114.05,92.453,14.65,103.94,728.11,35.42,29.54,51.68,53.83,65.85
05/11/2015,120.92,54.38,35.12,113.5,92.612,14.57,108.76,731.25,35.44,29.64,52.08,54.15,66.44
06/11/2015,121.06,54.92,34.2,114.06,95.812,14.52,107.095,733.76,35.75,29.92,51.06,55.87,68.46
07/11/2015,121.06,54.92,34.2,114.06,95.812,14.52,107.095,733.76,35.75,29.92,51.06,55.87,68.46
08/11/2015,121.06,54.92,34.2,114.06,95.812,14.52,107.095,733.76,35.75,29.92,51.06,55.87,68.46
09/11/2015,120.57,54.16,33.68,109.86,94.73,14.33,106.49,724.89,35.67,29.75,50.17,55.71,67.39
10/11/2015,116.77,53.51,33.99,112.7,96.222,14.28,107.91,728.32,35.62,30.12,50.08,55.8,67.68
11/11/2015,116.11,53.65,33.38,112.86,95.781,14.31,109.01,735.4,35.55,30.67,47.57,54.9,67.35
12/11/2015,115.72,53.32,33.23,108.92,93.817,14.04,108.02,731.23,35.09,30.16,48.16,53.46,66
13/11/2015,112.34,52.84,32.19,103.65,94.118,13.92,103.95,717,34.31,30.28,45.05,53.17,65.56
14/11/2015,112.34,52.84,32.19,103.65,94.118,13.92,103.95,717,34.31,30.28,45.05,53.17,65.56
15/11/2015,112.34,52.84,32.19,103.65,94.118,13.92,103.95,717,34.31,30.28,45.05,53.17,65.56
16/11/2015,114.175,53.765,32.945,111.35,95.411,14.04,104.04,728.96,35.17,30.36,45.24,53.69,66.51
17/11/2015,113.69,52.97,32.86,117.1,96.31,14.15,105.13,725.3,35.21,30.32,44.09,53.49,66.13
18/11/2015,117.29,53.85,32.98,120.63,97.948,14.46,107.77,740,36.46,30.52,45.69,54.98,67.45
19/11/2015,118.78,53.94,32.625,120.22,98.662,14.57,106.26,738.41,36.14,30.27,47.33,55.06,67.66
20/11/2015,119.3,54.19,33.11,123.84,98.86,14.6,107.32,756.6,36.34,30.66,49.28,54.75,67.54
21/11/2015,119.3,54.19,33.11,123.84,98.86,14.6,107.32,756.6,36.34,30.66,49.28,54.75,67.54
22/11/2015,119.3,54.19,33.11,123.84,98.86,14.6,107.32,756.6,36.34,30.66,49.28,54.75,67.54
23/11/2015,117.75,54.19,33.36,125.03,98.127,14.55,106.95,755.98,36.08,30.59,52.77,54.28,66.88
24/11/2015,118.88,54.25,32.96,123.31,97,14.55,105.74,748.28,36.22,30.66,52.73,54.18,66.78
25/11/2015,118.03,53.69,33.16,124.16,99.462,14.55,105.41,748.15,36.34,30.36,52.95,54.08,66.86
26/11/2015,118.03,53.69,33.16,124.16,100.36,14.55,105.41,748.15,36.34,30.36,52.95,54.08,66.86
27/11/2015,117.81,53.93,32.94,125.44,101.334,14.53,105.45,750.26,36.37,30.36,52.5,54.21,67.17
28/11/2015,117.81,53.93,32.94,125.44,101.334,14.53,105.45,750.26,36.37,30.36,52.5,54.21,67.17
29/11/2015,117.81,53.93,32.94,125.44,101.334,14.53,105.45,750.26,36.37,30.36,52.5,54.21,67.17
30/11/2015,118.3,54.35,33.81,123.33,103.082,14.33,104.24,742.6,36.2,29.94,47.82,54.09,66.68
01/12/2015,117.34,55.22,33.71,125.37,103.48,14.56,107.12,767.04,36.26,30.17,49.05,54.88,67.61
02/12/2015,116.28,55.21,35.65,128.93,101.949,14.26,106.07,762.38,35.73,29.97,49,54.14,66.66
03/12/2015,115.2,54.2,34.34,126.81,97.497,13.98,104.38,752.54,35.47,30.03,49.12,53.51,65.8
04/12/2015,119.03,55.91,34.91,130.93,99.202,14.2,106.18,766.81,36.25,30.49,49.18,55.09,67.89
05/12/2015,119.03,55.91,34.91,130.93,99.202,14.2,106.18,766.81,36.25,30.49,49.18,55.09,67.89
06/12/2015,119.03,55.91,34.91,130.93,99.202,14.2,106.18,766.81,36.25,30.49,49.18,55.09,67.89
07/12/2015,118.28,55.81,34.68,125.36,100.208,14.12,105.61,763.25,36.13,30.37,51.79,54.4,67
08/12/2015,118.23,55.79,34.85,126.98,97.609,13.97,106.49,762.37,35.48,30.19,52.16,53.39,65.96
09/12/2015,115.62,54.98,34.4,124.2,96.418,13.89,104.6,751.61,35.45,30.47,45.315,52.81,65.46
10/12/2015,116.17,55.27,34.63,122.91,97.051,13.96,105.42,749.46,35.63,30.65,45.95,52.65,65.61
11/12/2015,113.18,54.06,32.91,118.91,93.128,13.64,102.12,738.87,34.55,30.26,46.12,51.11,64.07
12/12/2015,113.18,54.06,32.91,118.91,93.128,13.64,102.12,738.87,34.55,30.26,46.12,51.11,64.07
13/12/2015,113.18,54.06,32.91,118.91,93.128,13.64,102.12,738.87,34.55,30.26,46.12,51.11,64.07
14/12/2015,112.48,55.14,32.59,120.67,93.36,13.62,104.66,747.77,34.39,30.26,47.79,51.1,64.27
15/12/2015,110.49,55.2,33.03,118.6,94.362,13.87,104.55,743.4,34.54,30.32,49.26,52.52,66.1
16/12/2015,111.34,56.13,33.78,122.64,96.897,14.36,106.79,758.09,35.14,30.98,49.97,53.9,67.53
17/12/2015,108.98,55.7,33.23,122.51,98.375,13.98,106.22,749.43,34.11,30.55,50,52.84,66.28
18/12/2015,106.03,54.13,32.95,118.02,96.013,13.8,104.04,739.31,33.67,30.28,50.26,51.21,64.4
19/12/2015,106.03,54.13,32.95,118.02,96.013,13.8,104.04,739.31,33.67,30.28,50.26,51.21,64.4
20/12/2015,106.03,54.13,32.95,118.02,96.013,13.8,104.04,739.31,33.67,30.28,50.26,51.21,64.4
21/12/2015,107.33,54.83,32.965,116.63,95.812,13.73,104.77,747.77,33.83,30.4,51.9,51.79,65.54
22/12/2015,107.23,55.35,34.19,116.24,96.719,14.2,105.51,750,34.29,30.49,53.15,52.01,65.68
23/12/2015,108.61,55.82,34.45,118.16,98.523,14.36,104.63,750.31,34.78,30.95,52.89,52.63,66.73
24/12/2015,108.03,55.67,34.11,117.33,98.523,14.31,105.02,748.4,34.6,30.83,53.19,52.71,66.6
25/12/2015,108.03,55.67,34.11,117.33,98.523,14.31,105.02,748.4,34.6,30.83,53.19,52.71,66.6
26/12/2015,108.03,55.67,34.11,117.33,98.523,14.31,105.02,748.4,34.6,30.83,53.19,52.71,66.6
27/12/2015,108.03,55.67,34.11,117.33,98.523,14.31,105.02,748.4,34.6,30.83,53.19,52.71,66.6
28/12/2015,106.82,55.95,33.6,117.11,97.662,14.18,105.93,762.51,34.51,30.9,53.17,52.38,66.38
29/12/2015,108.74,56.55,34.04,119.12,98.334,14.23,107.26,776.6,34.5,31.28,52.37,52.98,67.07
30/12/2015,107.32,56.31,33.37,116.71,97.63,14.17,106.22,771,34.33,31.05,51.59,52.3,66.59
31/12/2015,105.26,55.48,33.26,114.38,97.63,14.09,104.66,758.88,34.01,31.15,52.47,51.75,66.03
01/01/2016,105.26,55.48,33.26,114.38,97.63,14.09,104.66,758.88,34.01,31.15,52.47,51.75,66.03
02/01/2016,105.26,55.48,33.26,114.38,97.63,14.09,104.66,758.88,34.01,31.15,52.47,51.75,66.03
03/01/2016,105.26,55.48,33.26,114.38,97.63,14.09,104.66,758.88,34.01,31.15,52.47,51.75,66.03
04/01/2016,105.35,54.8,31.4,109.96,93.257,13.97,102.22,741.84,33.31,30.71,55.86,51.13,63.62
05/01/2016,102.71,55.05,32.2,107.66,92.11,13.72,102.73,742.58,32.43,30.74,55.59,50.86,63.73
06/01/2016,100.7,54.05,32.16,117.68,88.303,13.11,102.97,743.62,31.27,30.25,54.91,50.12,62.81
07/01/2016,96.45,52.17,30.16,114.56,84.02,12.7,97.92,726.39,29.99,28.97,54.79,47.56,60.27
08/01/2016,96.96,52.33,30.63,111.39,82.302,12.54,97.33,714.47,29.53,28.45,53.91,46.13,58.92
09/01/2016,96.96,52.33,30.63,111.39,82.302,12.54,97.33,714.47,29.53,28.45,53.91,46.13,58.92
10/01/2016,96.96,52.33,30.63,111.39,82.302,12.54,97.33,714.47,29.53,28.45,53.91,46.13,58.92
11/01/2016,98.53,52.3,30.17,114.97,83.54,12.77,97.51,716.03,30.25,28.58,54.73,46.85,58.83
12/01/2016,99.96,52.78,30.69,116.58,85.905,12.85,99.37,726.07,30.3,28.64,56.82,46.88,58.96
13/01/2016,97.39,51.64,29.44,106.56,81.021,12.2,95.44,700.56,30.49,28.24,55.97,45.19,57.34
14/01/2016,99.52,53.11,30.32,107.06,80.913,12.19,98.37,714.72,30.3,29.06,56.63,45.38,58.2
15/01/2016,97.13,50.99,29.14,104.04,77.136,11.97,94.97,694.45,29.57,28.49,55.71,42.47,57.04
16/01/2016,97.13,50.99,29.14,104.04,77.136,11.97,94.97,694.45,29.57,28.49,55.71,42.47,57.04
17/01/2016,97.13,50.99,29.14,104.04,77.136,11.97,94.97,694.45,29.57,28.49,55.71,42.47,57.04
18/01/2016,97.13,50.99,29.14,104.04,78.512,11.97,94.97,694.45,29.57,28.49,55.71,42.47,57.04
19/01/2016,96.66,50.56,29.74,107.89,78.24,11.95,95.26,701.79,29.4,28.49,56.74,41.94,57.01
20/01/2016,96.79,50.79,28.78,107.74,77.364,11.9,94.35,698.45,29.42,28,55.95,40.49,55.51
21/01/2016,96.3,50.48,29.31,102.35,78.568,12.01,94.16,706.59,29.55,28.59,57.09,40.15,55.25
22/01/2016,101.42,52.29,29.75,100.72,80.102,12.14,97.94,725.25,29.28,28.24,58.03,41.06,56.95
23/01/2016,101.42,52.29,29.75,100.72,80.102,12.14,97.94,725.25,29.28,28.24,58.03,41.06,56.95
24/01/2016,101.42,52.29,29.75,100.72,80.102,12.14,97.94,725.25,29.28,28.24,58.03,41.06,56.95
25/01/2016,99.44,51.79,29.78,99.12,78.465,11.98,97.01,711.67,29.23,28.04,57.63,39.55,55.66
26/01/2016,99.99,52.17,29.98,97.83,79.522,12.26,97.34,713.04,29.65,28.31,58.59,40.5,57.08
27/01/2016,93.42,51.22,29.69,91.15,78.27,11.85,94.45,699.99,29.21,28,58.81,40.56,57.04
28/01/2016,94.09,52.055,28.75,94.41,78.112,11.71,109.11,730.96,29.02,28.21,59.6,40.39,57.28
29/01/2016,97.34,55.09,29.51,91.84,77.234,11.94,112.21,742.95,29.64,29.1,62.07,42.58,59.5
30/01/2016,97.34,55.09,29.51,91.84,77.234,11.94,112.21,742.95,29.64,29.1,62.07,42.58,59.5
31/01/2016,97.34,55.09,29.51,91.84,77.234,11.94,112.21,742.95,29.64,29.1,62.07,42.58,59.5
01/02/2016,96.43,54.71,29.57,94.09,75.63,12.07,115.09,752,30.11,28.64,60.82,42.48,58.86
02/02/2016,94.48,53,29.06,91.49,73.49,11.51,114.61,764.65,29.65,28.24,62.01,40.42,57.03
03/02/2016,96.35,52.16,27.68,90.74,73.307,11.46,112.69,726.95,28.92,28.67,63.02,40.36,57.41
04/02/2016,96.6,52,29.15,89.71,71.13,11.53,110.49,708.01,28.64,29.18,62.63,40.79,58.4
05/02/2016,94.02,50.16,27.97,82.79,71.892,11.45,104.07,683.57,28.54,28.54,60.75,39.86,57.75
06/02/2016,94.02,50.16,27.97,82.79,71.892,11.45,104.07,683.57,28.54,28.54,60.75,39.86,57.75
07/02/2016,94.02,50.16,27.97,82.79,71.892,11.45,104.07,683.57,28.54,28.54,60.75,39.86,57.75
08/02/2016,95.01,49.41,27.05,83.32,69.5,11.59,99.75,682.74,28.68,28.17,57.96,37.81,56.54
09/02/2016,94.99,49.28,26.82,86.13,68.197,11.35,99.54,678.11,27.87,28.28,56.88,37.51,56.2
10/02/2016,94.27,49.71,27.1,88.45,68.589,11.34,101,684.12,27.71,28.3,57.68,37.41,55.52
11/02/2016,93.7,49.69,26.76,86.35,67.73,11.17,101.91,683.11,26.9,27.45,57.22,34.98,53.07
12/02/2016,93.99,50.5,27.04,87.4,70.54,11.55,102.01,682.4,27.71,28.26,58.84,37.54,57.49
13/02/2016,93.99,50.5,27.04,87.4,70.54,11.55,102.01,682.4,27.71,28.26,58.84,37.54,57.49
14/02/2016,93.99,50.5,27.04,87.4,70.54,11.55,102.01,682.4,27.71,28.26,58.84,37.54,57.49
15/02/2016,93.99,50.5,27.04,87.4,74.195,11.55,102.01,682.4,27.71,28.26,58.84,37.54,57.49
16/02/2016,96.64,51.09,29.28,89.05,73.52,11.87,101.61,691,28.58,28.86,59.8,38.89,58.35
17/02/2016,98.12,52.42,29.37,94.76,75.774,12.27,105.2,708.4,29.27,29.34,60.51,39.78,58.77
18/02/2016,96.26,52.19,29.42,90.49,75.232,12.26,103.47,697.35,29.03,29.08,60.66,38.92,57.81
19/02/2016,96.04,51.82,30.04,89.23,73.7,12.1,104.57,700.91,28.78,29.02,60.76,38.99,57.82
20/02/2016,96.04,51.82,30.04,89.23,73.7,12.1,104.57,700.91,28.78,29.02,60.76,38.99,57.82
21/02/2016,96.04,51.82,30.04,89.23,73.7,12.1,104.57,700.91,28.78,29.02,60.76,38.99,57.82
22/02/2016,96.88,52.65,31.17,91.93,75.081,12.56,107.16,706.46,29.63,29.41,60.5,39.52,58.57
23/02/2016,94.69,51.18,30.67,89.12,73.112,12.42,105.46,695.85,29.38,29.22,60.63,38.22,56.12
24/02/2016,96.1,51.36,30.95,91.61,71.212,12.08,106.88,699.56,28.84,28.96,60.81,38.09,56.14
25/02/2016,96.76,52.1,31.36,94.53,71.4,12.39,108.07,705.75,29.5,29.23,61.35,38.62,57.01
26/02/2016,96.91,51.3,31.37,94.79,73.553,12.47,107.92,705.07,29.63,29.4,61.56,39.5,57.54
27/02/2016,96.91,51.3,31.37,94.79,73.553,12.47,107.92,705.07,29.63,29.4,61.56,39.5,57.54
28/02/2016,96.91,51.3,31.37,94.79,73.553,12.47,107.92,705.07,29.63,29.4,61.56,39.5,57.54
29/02/2016,96.69,50.88,31.79,93.41,74.463,12.51,106.92,697.77,29.44,29.14,62.73,38.85,56.3
01/03/2016,100.53,52.58,32.8,98.3,78.412,13.09,109.82,718.81,30.01,29.88,62.74,41.27,59.2
02/03/2016,100.75,52.95,32.91,97.61,80.262,13.22,109.95,718.85,30.15,30.18,62.79,42.22,59.76
03/03/2016,101.5,52.35,32.88,97.93,81.429,13.54,109.58,712.42,31.07,30.22,61.78,42.83,59.96
04/03/2016,103.01,52.03,33.86,101.58,82.58,13.59,108.39,710.89,31.37,30.46,61.22,42.83,60.05
05/03/2016,103.01,52.03,33.86,101.58,82.58,13.59,108.39,710.89,31.37,30.46,61.22,42.83,60.05
06/03/2016,103.01,52.03,33.86,101.58,82.58,13.59,108.39,710.89,31.37,30.46,61.22,42.83,60.05
07/03/2016,101.87,51.03,33.96,95.49,81.911,13.62,105.73,695.16,31.59,30.29,62,42.61,59.94
08/03/2016,101.03,51.65,32.93,96.23,79.679,13.23,105.93,693.97,30.68,30.06,62.22,41.05,58.78
09/03/2016,101.12,52.84,33.51,98,78.314,13.19,107.51,705.24,30.54,30.05,62.13,41.15,59.12
10/03/2016,101.17,52.05,32.82,97.36,76.12,13.15,107.32,712.82,30.82,29.94,63.23,41.37,58.61
11/03/2016,102.26,53.07,33.81,97.66,78.966,13.29,109.41,726.82,31.26,30.34,64.42,42.99,59.34
12/03/2016,102.26,53.07,33.81,97.66,78.966,13.29,109.41,726.82,31.26,30.34,64.42,42.99,59.34
13/03/2016,102.26,53.07,33.81,97.66,78.966,13.29,109.41,726.82,31.26,30.34,64.42,42.99,59.34
14/03/2016,102.52,53.17,33.58,98.13,80.325,13.27,109.89,730.49,31.18,30.27,64.73,42.67,59.12
15/03/2016,104.58,53.59,33.26,97.86,79.682,13.23,110.67,728.33,31.05,30.28,62.98,42.59,59.2
16/03/2016,105.97,54.35,34.01,99.35,83.013,13.5,112.18,736.09,31.69,30.17,62.28,42.23,58.92
17/03/2016,105.8,54.66,34.275,99.72,81,13.47,111.02,737.78,31.96,30.96,62.8,42.85,58.75
18/03/2016,105.92,53.49,35.17,101.12,81.365,13.64,111.45,737.6,31.96,30.92,62.51,43.54,60.48
19/03/2016,105.92,53.49,35.17,101.12,81.365,13.64,111.45,737.6,31.96,30.92,62.51,43.54,60.48
20/03/2016,105.92,53.49,35.17,101.12,81.365,13.64,111.45,737.6,31.96,30.92,62.51,43.54,60.48
21/03/2016,105.91,53.86,35.47,101.06,81.128,13.66,111.85,742.09,32.08,31.09,60.21,43.6,60.46
22/03/2016,106.72,54.07,35.41,99.84,81.224,13.59,112.25,740.75,31.9,31.06,60.33,43.38,60.24
23/03/2016,106.13,53.97,34.8,99.59,80.804,13.26,112.54,738.06,31.31,31.07,60.07,42.37,59.94
24/03/2016,105.67,54.21,34.86,98.36,80.05,13.06,113.05,735.3,30.96,31.11,60.89,41.94,59.48
25/03/2016,105.67,54.21,34.86,98.36,80.05,13.06,113.05,735.3,30.96,31.11,60.89,41.94,59.48
26/03/2016,105.67,54.21,34.86,98.36,80.05,13.06,113.05,735.3,30.96,31.11,60.89,41.94,59.48
27/03/2016,105.67,54.21,34.86,98.36,80.05,13.06,113.05,735.3,30.96,31.11,60.89,41.94,59.48
28/03/2016,105.19,53.54,35.23,101.21,80.05,13.09,113.69,733.53,31.02,31.49,60.52,41.92,59.4
29/03/2016,107.68,54.71,36.32,104.13,80.76,13.2,116.14,744.77,31.19,31.48,61.24,41.72,59.03
30/03/2016,109.56,55.05,36.56,102.19,82.162,13.35,114.7,750.53,30.99,31.83,67.8,41.88,59.71
31/03/2016,108.99,55.23,36.81,102.23,80.713,13.5,114.1,744.95,31.43,31.79,67.71,41.75,59.22
01/04/2016,109.99,55.57,36.48,105.7,78.499,13.1,116.06,749.91,30.47,31.93,68.69,42.47,59.87
02/04/2016,109.99,55.57,36.48,105.7,78.499,13.1,116.06,749.91,30.47,31.93,68.69,42.47,59.87
03/04/2016,109.99,55.57,36.48,105.7,78.499,13.1,116.06,749.91,30.47,31.93,68.69,42.47,59.87
04/04/2016,111.12,55.43,37.02,104.35,77.273,12.8,112.55,745.29,29.9,31.23,67.6,42.06,59.2
05/04/2016,109.81,54.56,36.41,104.94,74.644,12.77,112.22,737.8,29.6,30.98,66.73,41.51,58.36
06/04/2016,110.96,55.12,36.66,104.83,75.487,12.82,113.71,745.69,29.94,30.9,65.74,41.86,58.81
07/04/2016,108.54,54.46,36.17,104.45,73.45,12.52,113.64,740.28,29.42,30.63,64.99,40.27,57.32
08/04/2016,108.66,54.42,36.07,103.81,74.222,12.55,110.63,739.15,29.37,30.79,63.75,40.47,57.74
09/04/2016,108.66,54.42,36.07,103.81,74.222,12.55,110.63,739.15,29.37,30.79,63.75,40.47,57.74
10/04/2016,108.66,54.42,36.07,103.81,74.222,12.55,110.63,739.15,29.37,30.79,63.75,40.47,57.74
11/04/2016,109.02,54.31,36.48,102.68,74.694,12.66,108.99,736.1,29.53,30.71,61.23,41.12,58.2
12/04/2016,110.44,54.65,36.66,106.98,75.385,12.81,110.61,743.09,29.71,30.81,61.91,41.9,59.28
13/04/2016,112.04,55.35,37.31,109.65,78.067,13.06,110.51,751.72,30.78,30.98,63.245,44.25,61.79
14/04/2016,112.1,55.36,37.17,110.42,78.812,13.09,110.84,753.2,30.72,31.02,64.2,44.98,62.59
15/04/2016,109.85,55.65,36.51,111.51,78.264,12.94,109.64,759,30.56,31.03,64.8,44.92,61.87
16/04/2016,109.85,55.65,36.51,111.51,78.264,12.94,109.64,759,30.56,31.03,64.8,44.92,61.87
17/04/2016,109.85,55.65,36.51,111.51,78.264,12.94,109.64,759,30.56,31.03,64.8,44.92,61.87
18/04/2016,107.48,56.46,36.52,108.4,80.624,13.25,110.45,766.61,31.31,31.06,65.48,45.11,62.27
19/04/2016,106.91,56.39,36.33,94.34,82.814,13.44,112.29,753.93,31.97,31.15,66.48,45.63,63.32
20/04/2016,107.13,55.59,37.84,96.77,84.062,13.64,112.42,752.67,32.19,31.15,67.13,46.74,64.24
21/04/2016,105.97,55.78,37.67,94.98,83.382,13.65,113.44,759.14,32.66,30.98,66.51,46.6,63.6
22/04/2016,105.68,51.78,37.48,95.9,82.951,13.61,110.56,718.77,32.18,30.76,66.24,46.97,63.97
23/04/2016,105.68,51.78,37.48,95.9,82.951,13.61,110.56,718.77,32.18,30.76,66.24,46.97,63.97
24/04/2016,105.68,51.78,37.48,95.9,82.951,13.61,110.56,718.77,32.18,30.76,66.24,46.97,63.97
25/04/2016,105.08,52.11,37.23,93.56,82.212,13.58,110.1,723.15,31.95,30.68,66,46.69,63.6
26/04/2016,104.35,51.44,37.11,92.43,82.857,13.75,108.76,708.14,32.19,30.9,66.45,47.1,63.93
27/04/2016,97.82,50.94,36.95,91.04,83.663,13.66,108.89,705.84,32.16,30.93,65.64,47.33,64.11
28/04/2016,94.83,49.9,36.59,90.28,83.05,14.09,116.73,691.02,32.44,30.9,65.57,46.73,63.6
29/04/2016,93.74,49.87,36.6,90.03,80.9,13.56,117.58,693.01,31.8,30.75,65.55,46.28,63.2
30/04/2016,93.74,49.87,36.6,90.03,80.9,13.56,117.58,693.01,31.8,30.75,65.55,46.28,63.2
01/05/2016,93.74,49.87,36.6,90.03,80.9,13.56,117.58,693.01,31.8,30.75,65.55,46.28,63.2
02/05/2016,93.64,50.61,36.53,93.11,81.7,13.62,118.57,698.21,31.75,30.89,66.72,46.68,63.79
03/05/2016,95.18,49.78,36.01,91.54,78.503,13.43,117.43,692.36,31.25,30.63,65.54,45.57,62.56
04/05/2016,94.19,49.87,36,90.79,76.476,13.31,118.06,695.7,30.59,30.07,65.2,44.66,61.57
05/05/2016,93.24,49.94,36.94,89.37,75.72,13.32,117.81,701.43,30.54,29.89,63.41,44.23,61.24
06/05/2016,92.72,50.39,37.23,90.84,76.164,13.44,119.49,711.12,30.96,30.12,62.81,44.41,61.6
07/05/2016,92.72,50.39,37.23,90.84,76.164,13.44,119.49,711.12,30.96,30.12,62.81,44.41,61.6
08/05/2016,92.72,50.39,37.23,90.84,76.164,13.44,119.49,711.12,30.96,30.12,62.81,44.41,61.6
09/05/2016,92.79,50.07,37.18,90.54,76.75,13.32,119.24,712.9,30.78,29.87,64.03,43.89,61.21
10/05/2016,93.42,51.02,37.44,92.89,78.486,13.49,120.5,723.18,31.35,30.48,64.21,44.84,62.04
11/05/2016,92.51,51.05,37.37,90.02,76.836,13.32,119.52,715.29,31.08,30.34,61.99,44.47,61.81
12/05/2016,90.34,51.51,37.03,87.74,75.61,13.35,120.28,713.31,31.18,30.09,61.62,44,61.77
13/05/2016,90.52,51.08,36.48,87.88,73.339,13.22,119.81,710.83,30.52,29.64,61.58,43.11,61.2
14/05/2016,90.52,51.08,36.48,87.88,73.339,13.22,119.81,710.83,30.52,29.64,61.58,43.11,61.2
15/05/2016,90.52,51.08,36.48,87.88,73.339,13.22,119.81,710.83,30.52,29.64,61.58,43.11,61.2
16/05/2016,93.88,51.83,37.48,89.12,74.24,13.32,118.67,716.49,30.67,29.96,60.76,43.15,61.66
17/05/2016,93.49,50.51,37.27,88.63,71.225,13.14,117.35,706.23,30.63,29.71,60.9,43.7,61.66
18/05/2016,94.56,50.81,37.24,90.5,71.016,13.16,117.65,706.63,30.75,29.61,60.07,45.87,64.04
19/05/2016,94.2,50.32,37.02,89.55,70.71,13.09,116.81,700.32,30.32,29.36,61.1,45.06,63.39
20/05/2016,95.22,50.62,36.5,92.49,71.566,13.19,117.35,709.74,30.57,29.56,62.49,44.9,63.51
21/05/2016,95.22,50.62,36.5,92.49,71.566,13.19,117.35,709.74,30.57,29.56,62.49,44.9,63.51
22/05/2016,95.22,50.62,36.5,92.49,71.566,13.19,117.35,709.74,30.57,29.56,62.49,44.9,63.51
23/05/2016,96.43,50.03,36.66,94.89,70.781,13.13,115.97,704.24,30.59,29.49,61.94,45.11,63.46
24/05/2016,97.9,51.59,37.53,97.89,72.65,13.29,117.7,720.09,31.05,29.85,63.16,45.86,64.54
25/05/2016,99.62,52.12,35.59,100.2,73.665,13.52,117.89,725.27,31.65,30.09,63.15,46.94,65.52
26/05/2016,100.41,51.89,36.76,102.81,75.133,13.46,119.47,724.12,31.29,30.02,63.14,46.11,65.03
27/05/2016,100.35,52.32,37.82,103.3,75.075,13.45,119.38,732.66,31.39,30.12,64.69,46.58,65.43
28/05/2016,100.35,52.32,37.82,103.3,75.075,13.45,119.38,732.66,31.39,30.12,64.69,46.58,65.43
29/05/2016,100.35,52.32,37.82,103.3,75.075,13.45,119.38,732.66,31.39,30.12,64.69,46.58,65.43
30/05/2016,100.35,52.32,37.82,103.3,75.726,13.45,119.38,732.66,31.39,30.12,64.69,46.58,65.43
