Date,AAPL,MSFT,YHOO,NFLX,BMW,F,FB,GOOG,GM,GE,LULU,C,JPM
31/05/2016,99.86,53,37.94,102.57,75.457,13.49,118.81,735.72,31.28,30.23,65.03,46.57,65.27
01/06/2016,98.46,52.85,36.65,101.51,74,13.11,118.78,734.15,30.22,30.11,66.17,46.94,65.69
02/06/2016,97.72,52.48,37.15,101.25,74.254,13.21,118.93,730.4,30.26,30.05,67.13,46.97,65.81
03/06/2016,97.92,51.79,36.6,99.59,72.247,13.04,118.47,722.34,29.6,29.94,67.24,45.39,64.64
04/06/2016,97.92,51.79,36.6,99.59,72.247,13.04,118.47,722.34,29.6,29.94,67.24,45.39,64.64
05/06/2016,97.92,51.79,36.6,99.59,72.247,13.04,118.47,722.34,29.6,29.94,67.24,45.39,64.64
06/06/2016,98.63,52.13,37.07,100.74,72.4,13.18,118.79,716.55,29.99,30.12,68.75,45.74,65.28
07/06/2016,99.03,52.1,36.73,99.89,73.514,13.38,117.76,716.65,30.23,30.14,68.14,45.54,65.06
08/06/2016,98.94,52.04,36.97,97.86,73.204,13.36,118.39,728.28,29.57,30.31,71.48,45.56,65.25
09/06/2016,99.65,51.62,37.35,97.09,71.872,13.26,118.56,728.58,29.36,30.24,72.32,45.01,64.75
10/06/2016,98.83,51.48,36.83,93.75,70.29,13.1,116.62,719.41,29.06,30.04,70.54,43.9,63.84
11/06/2016,98.83,51.48,36.83,93.75,70.29,13.1,116.62,719.41,29.06,30.04,70.54,43.9,63.84
12/06/2016,98.83,51.48,36.83,93.75,70.29,13.1,116.62,719.41,29.06,30.04,70.54,43.9,63.84
13/06/2016,97.34,50.14,36.47,93.85,68.973,12.98,113.95,718.36,29.08,29.83,70.21,43.16,63.27
14/06/2016,97.46,49.83,37.4,94.12,67.89,12.84,114.94,718.27,28.83,30.44,70.38,41.96,62.08
15/06/2016,97.14,49.69,37.32,94.29,68.317,13.01,114.6,718.92,28.86,30.59,70.73,42.01,61.97
16/06/2016,97.55,50.39,37.39,95.44,69.001,13.12,114.39,710.36,29.02,30.64,71.79,42.12,62.22
17/06/2016,95.33,50.13,36.94,94.45,69.562,13.26,113.02,691.72,29.23,30.6,71.71,42.48,62.28
18/06/2016,95.33,50.13,36.94,94.45,69.562,13.26,113.02,691.72,29.23,30.6,71.71,42.48,62.28
19/06/2016,95.33,50.13,36.94,94.45,69.562,13.26,113.02,691.72,29.23,30.6,71.71,42.48,62.28
20/06/2016,95.1,50.07,37.29,93.8,72.16,13.42,113.37,693.71,29.65,30.83,71.78,42.8,62.37
21/06/2016,95.91,51.19,37.4,90.99,73,13.22,114.38,695.94,29.51,30.94,71.88,42.92,62.95
22/06/2016,95.55,50.99,37.36,90.01,72.24,13.18,113.91,697.46,29.32,30.78,71.36,42.68,62.71
23/06/2016,96.1,51.91,37.78,91.66,74.35,13.4,115.08,701.87,29.82,31.19,71.82,44.46,64.05
24/06/2016,93.4,49.83,36.24,88.44,68.573,12.52,112.08,675.22,28.35,29.82,69.62,40.3,59.6
25/06/2016,93.4,49.83,36.24,88.44,68.573,12.52,112.08,675.22,28.35,29.82,69.62,40.3,59.6
26/06/2016,93.4,49.83,36.24,88.44,68.573,12.52,112.08,675.22,28.35,29.82,69.62,40.3,59.6
27/06/2016,92.04,48.43,35.22,85.33,66.289,12.16,108.97,668.26,27.51,29.32,69,38.48,57.61
28/06/2016,93.59,49.44,36.04,87.97,66.612,12.39,112.7,680.04,27.74,29.94,69.87,40.44,59.52
29/06/2016,94.4,50.54,36.86,91.06,66.22,12.55,114.16,684.11,28.17,30.55,71.65,42.12,61.2
30/06/2016,95.6,51.17,37.56,91.48,66.113,12.57,114.28,692.1,28.3,31.48,73.86,42.39,62.14
01/07/2016,95.89,51.16,37.99,96.67,67.609,12.72,114.19,699.21,28.89,31.49,73.96,42.17,61.26
02/07/2016,95.89,51.16,37.99,96.67,67.609,12.72,114.19,699.21,28.89,31.49,73.96,42.17,61.26
03/07/2016,95.89,51.16,37.99,96.67,67.609,12.72,114.19,699.21,28.89,31.49,73.96,42.17,61.26
04/07/2016,95.89,51.16,37.99,96.67,67.1,12.72,114.19,699.21,28.89,31.49,73.96,42.17,61.26
05/07/2016,94.99,51.17,37.5,97.91,65.013,12.4,114,694.49,28.17,31.45,73.28,40.78,59.55
06/07/2016,95.53,51.38,37.51,94.6,65.582,12.57,116.7,697.77,28.4,31.74,74.41,41.06,60.19
07/07/2016,95.94,51.38,37.52,95.1,65.456,12.75,115.85,695.36,28.74,31.82,75.2,41.29,60.58
08/07/2016,96.68,52.3,37.74,97.06,68.44,13.09,117.24,705.63,29.66,32.2,76.72,41.98,61.83
09/07/2016,96.68,52.3,37.74,97.06,68.44,13.09,117.24,705.63,29.66,32.2,76.72,41.98,61.83
10/07/2016,96.68,52.3,37.74,97.06,68.44,13.09,117.24,705.63,29.66,32.2,76.72,41.98,61.83
11/07/2016,96.98,52.59,37.96,94.67,70.463,13.27,117.87,715.09,30.13,32.21,76.49,42.29,62.27
12/07/2016,97.42,53.21,37.89,95.97,73.02,13.45,117.93,720.64,30.6,32.26,76.62,43.44,63.2
13/07/2016,96.87,53.51,37.64,96.43,73.123,13.48,116.78,716.98,30.63,32.36,76.81,43.33,63.16
14/07/2016,98.79,53.74,37.96,98.02,74.559,13.59,117.29,720.95,30.76,32.63,77.42,44.45,64.12
15/07/2016,98.78,53.7,37.72,98.39,74.79,13.57,116.86,719.85,30.77,32.88,77.8,44.33,64.18
16/07/2016,98.78,53.7,37.72,98.39,74.79,13.57,116.86,719.85,30.77,32.88,77.8,44.33,64.18
17/07/2016,98.78,53.7,37.72,98.39,74.79,13.57,116.86,719.85,30.77,32.88,77.8,44.33,64.18
18/07/2016,99.83,53.96,37.95,98.81,74.734,13.65,119.37,733.78,30.87,32.91,77.75,44.57,63.96
19/07/2016,99.87,53.09,38.17,85.84,73.163,13.65,120.61,736.96,31.25,32.93,77.3,44.35,63.86
20/07/2016,99.96,55.91,38.9,87.91,75.25,13.74,121.92,741.19,31.49,32.78,77.17,44.47,63.93
21/07/2016,99.43,55.8,38.85,85.99,75.519,13.92,120.61,738.63,32.03,32.59,76.55,44.13,63.69
22/07/2016,98.66,56.57,39.38,85.89,75.183,13.84,121,742.74,32.16,32.06,76.14,44.3,64.04
23/07/2016,98.66,56.57,39.38,85.89,75.183,13.84,121,742.74,32.16,32.06,76.14,44.3,64.04
24/07/2016,98.66,56.57,39.38,85.89,75.183,13.84,121,742.74,32.16,32.06,76.14,44.3,64.04
25/07/2016,97.34,56.73,38.32,87.66,76.171,13.83,121.63,739.77,32.06,31.64,77.58,44.04,63.87
26/07/2016,96.67,56.76,38.76,91.41,76.976,13.86,121.22,738.42,32.15,31.47,77.18,44.15,64.13
27/07/2016,102.95,56.19,38.66,92.04,78.15,13.84,123.34,741.77,32.02,31.28,76.82,44.29,64.33
28/07/2016,104.34,56.21,38.52,91.65,76.48,12.71,125,745.91,30.99,31.25,77.38,44.08,64.1
29/07/2016,104.21,56.68,38.19,91.25,76.953,12.66,123.94,768.79,31.54,31.14,77.65,43.81,63.97
30/07/2016,104.21,56.68,38.19,91.25,76.953,12.66,123.94,768.79,31.54,31.14,77.65,43.81,63.97
31/07/2016,104.21,56.68,38.19,91.25,76.953,12.66,123.94,768.79,31.54,31.14,77.65,43.81,63.97
01/08/2016,106.05,56.58,38.8,94.37,76.999,12.48,124.31,772.88,31.3,31.15,78.33,43.42,63.8
02/08/2016,104.48,56.58,38.57,93.56,75.568,11.94,123.09,771.07,29.93,31.05,76.95,42.99,63.65
03/08/2016,105.79,56.97,38.39,93.1,75.937,12.13,122.51,773.18,30.24,31.13,77.4,43.89,64.66
04/08/2016,105.87,57.39,38.92,93.44,75.8,12.08,124.36,771.61,30.34,31.17,77.41,43.84,64.56
05/08/2016,107.48,57.96,38.99,97.03,77.67,12.19,125.15,782.22,30.8,31.28,77.8,45.72,66.3
06/08/2016,107.48,57.96,38.99,97.03,77.67,12.19,125.15,782.22,30.8,31.28,77.8,45.72,66.3
07/08/2016,107.48,57.96,38.99,97.03,77.67,12.19,125.15,782.22,30.8,31.28,77.8,45.72,66.3
08/08/2016,108.37,58.06,39.24,95.11,77.521,12.18,125.26,781.76,30.88,31.27,78.52,45.96,66.1
09/08/2016,108.81,58.2,39.24,93.99,79.754,12.31,125.06,784.26,31.07,31.3,77.74,45.9,65.87
10/08/2016,108,58.02,39.93,93.93,79.918,12.25,124.88,784.68,31.25,31.27,77.93,45.45,65.28
11/08/2016,107.93,58.3,41.27,95.89,80.258,12.31,124.9,784.85,31.75,31.29,79.72,45.73,65.46
12/08/2016,108.18,57.94,42.94,96.59,79.6,12.33,124.88,783.22,31.57,31.24,79.34,45.58,65.32
13/08/2016,108.18,57.94,42.94,96.59,79.6,12.33,124.88,783.22,31.57,31.24,79.34,45.58,65.32
14/08/2016,108.18,57.94,42.94,96.59,79.6,12.33,124.88,783.22,31.57,31.24,79.34,45.58,65.32
15/08/2016,109.48,58.12,42.67,95.31,80.318,12.43,123.9,782.44,31.86,31.24,80.27,46.39,65.72
16/08/2016,109.38,57.44,42.49,95.12,79.45,12.34,123.3,777.14,31.71,31.19,79.87,46.62,65.71
17/08/2016,109.22,57.56,42.7,96.37,78.931,12.39,124.37,779.91,31.85,31.29,78.54,46.63,65.89
18/08/2016,109.08,57.6,42.9,96.16,78.681,12.33,123.91,777.5,31.55,31.43,80.09,46.5,65.95
19/08/2016,109.36,57.62,43.02,95.87,77.361,12.39,123.56,775.42,31.83,31.25,80.65,46.53,65.86
20/08/2016,109.36,57.62,43.02,95.87,77.361,12.39,123.56,775.42,31.83,31.25,80.65,46.53,65.86
21/08/2016,109.36,57.62,43.02,95.87,77.361,12.39,123.56,775.42,31.83,31.25,80.65,46.53,65.86
22/08/2016,108.51,57.67,42.52,95.26,76.917,12.36,124.15,772.15,31.87,31.32,80.11,46.66,65.8
23/08/2016,108.85,57.89,42.6,95.94,77.529,12.42,124.37,772.08,31.9,31.23,80.24,46.59,65.77
24/08/2016,108.03,57.95,41.91,95.18,77.09,12.3,123.48,769.64,31.78,31.22,80.18,46.66,65.95
25/08/2016,107.57,58.17,42.03,97.32,75.935,12.47,123.89,769.41,31.54,31.21,80.59,46.72,66.07
26/08/2016,106.94,58.03,42.27,97.58,76.424,12.38,124.96,769.54,31.53,31.23,78.19,47.11,66.22
27/08/2016,106.94,58.03,42.27,97.58,76.424,12.38,124.96,769.54,31.53,31.23,78.19,47.11,66.22
28/08/2016,106.94,58.03,42.27,97.58,76.424,12.38,124.96,769.54,31.53,31.23,78.19,47.11,66.22
29/08/2016,106.82,58.1,42.26,97.3,76.924,12.47,126.54,772.15,31.81,31.36,78.26,47.26,66.95
30/08/2016,106,57.89,42.58,97.45,78.09,12.55,125.84,769.09,31.67,31.37,76.85,47.9,67.5
31/08/2016,106.1,57.46,42.75,97.45,77.83,12.6,126.12,767.05,31.92,31.24,76.51,47.74,67.5
01/09/2016,106.73,57.59,42.93,97.38,78.12,12.44,126.17,768.78,31.8,31.2,76.66,47.36,67.21
02/09/2016,107.73,57.67,43.28,97.38,78.5,12.5,126.51,771.46,32.16,31.29,68.57,47.51,67.49
03/09/2016,107.73,57.67,43.28,97.38,78.5,12.5,126.51,771.46,32.16,31.29,68.57,47.51,67.49
04/09/2016,107.73,57.67,43.28,97.38,78.5,12.5,126.51,771.46,32.16,31.29,68.57,47.51,67.49
05/09/2016,107.73,57.67,43.28,97.38,78.396,12.5,126.51,771.46,32.16,31.29,68.57,47.51,67.49
06/09/2016,107.7,57.61,44.71,100.09,77.565,12.67,129.73,780.08,32.12,31.05,67.68,47.29,67.44
07/09/2016,108.36,57.66,44.35,99.15,78,12.7,131.05,780.35,31.89,31.06,68.23,47.48,67.16
08/09/2016,105.52,57.43,44.36,99.66,77.317,12.73,130.27,775.32,31.71,31.04,66.08,47.79,67.25
09/09/2016,103.13,56.21,42.92,96.5,76.3,12.38,127.1,759.66,30.48,30.11,64.8,47.17,66.65
10/09/2016,103.13,56.21,42.92,96.5,76.3,12.38,127.1,759.66,30.48,30.11,64.8,47.17,66.65
11/09/2016,103.13,56.21,42.92,96.5,76.3,12.38,127.1,759.66,30.48,30.11,64.8,47.17,66.65
12/09/2016,105.44,57.05,43.46,99.05,76.37,12.7,128.69,769.02,31.18,30.49,66,47.79,67.06
13/09/2016,107.95,56.53,43.04,96.09,75.448,12.38,127.21,759.69,30.94,29.85,65.93,46.92,66.53
14/09/2016,111.77,56.26,43.46,97.01,74.913,12.14,127.77,762.49,30.71,29.7,66.15,46.75,66.4
15/09/2016,115.57,57.19,43.99,97.34,75.361,12.11,128.35,771.76,31.12,29.75,66.05,47.08,66.64
16/09/2016,114.92,57.25,43.67,99.48,73.534,12.11,129.07,768.88,30.97,29.68,65.98,46.41,65.82
17/09/2016,114.92,57.25,43.67,99.48,73.534,12.11,129.07,768.88,30.97,29.68,65.98,46.41,65.82
18/09/2016,114.92,57.25,43.67,99.48,73.534,12.11,129.07,768.88,30.97,29.68,65.98,46.41,65.82
19/09/2016,113.58,56.93,43.19,98.06,73.582,12.11,128.65,765.7,31.72,29.43,65.81,46.59,66.19
20/09/2016,113.57,56.81,42.79,98.25,74.014,12,128.64,771.41,31.65,29.67,65.69,46.54,66.46
21/09/2016,113.55,57.76,44.14,94.88,74.944,12.09,129.94,776.22,32.11,29.85,65.4,46.9,66.84
22/09/2016,114.62,57.82,44.15,95.83,76.307,12.18,130.08,787.21,32.39,30.04,65.73,47.11,67.39
23/09/2016,112.71,57.43,42.8,95.94,75.396,12.17,127.96,786.9,32.12,29.89,65.19,47.15,67.25
24/09/2016,112.71,57.43,42.8,95.94,75.396,12.17,127.96,786.9,32.12,29.89,65.19,47.15,67.25
25/09/2016,112.71,57.43,42.8,95.94,75.396,12.17,127.96,786.9,32.12,29.89,65.19,47.15,67.25
26/09/2016,112.88,56.9,42.29,94.56,73.543,12.01,127.31,774.21,31.8,29.54,64.03,45.89,65.78
27/09/2016,113.09,57.95,43.37,97.07,73.483,11.98,128.69,783.01,31.6,29.88,64.52,46.37,66.36
28/09/2016,113.95,58.03,43.69,97.48,74.229,12.09,129.23,781.56,31.9,29.9,63.51,46.87,66.71
29/09/2016,112.18,57.4,42.57,96.67,72.75,11.97,128.09,775.01,31.48,29.53,60.99,45.8,65.65
30/09/2016,113.05,57.6,43.1,98.55,74.75,12.07,128.27,777.29,31.77,29.62,60.98,47.23,66.59
01/10/2016,113.05,57.6,43.1,98.55,74.75,12.07,128.27,777.29,31.77,29.62,60.98,47.23,66.59
02/10/2016,113.05,57.6,43.1,98.55,74.75,12.07,128.27,777.29,31.77,29.62,60.98,47.23,66.59
03/10/2016,112.52,57.42,43.13,102.63,75.7,12.1,128.77,772.56,32.04,29.64,60.3,47.03,66.51
04/10/2016,113,57.24,43.18,102.34,76.534,12.2,128.19,776.43,32.17,29.5,59.39,47.75,66.6
05/10/2016,113.05,57.64,43.71,106.28,77.893,12.48,128.47,776.47,32.68,29.5,59.19,48.65,67.69
06/10/2016,113.89,57.74,43.68,105.07,78.33,12.39,128.74,776.86,32.53,29.27,58.52,49.07,67.87
07/10/2016,114.06,57.8,43.22,104.82,77.293,12.29,128.99,775.08,32.34,29.08,58.29,49.28,68.11
08/10/2016,114.06,57.8,43.22,104.82,77.293,12.29,128.99,775.08,32.34,29.08,58.29,49.28,68.11
09/10/2016,114.06,57.8,43.22,104.82,77.293,12.29,128.99,775.08,32.34,29.08,58.29,49.28,68.11
10/10/2016,116.05,58.04,43.92,103.33,78.002,12.12,130.24,785.94,32.15,28.86,57.81,49.55,68.64
11/10/2016,116.3,57.19,42.68,100.59,77.401,11.99,128.88,783.07,31.89,28.92,56.76,48.99,68.31
12/10/2016,117.34,57.11,42.36,99.5,77.32,11.96,129.05,786.14,31.68,28.9,57.15,48.7,68.13
13/10/2016,116.98,56.92,41.62,100.23,75.99,11.91,127.82,778.19,31.51,28.77,57.6,48.47,67.74
14/10/2016,117.63,57.42,41.44,101.47,76.81,11.91,127.88,778.53,31.87,28.89,56.62,48.61,67.52
15/10/2016,117.63,57.42,41.44,101.47,76.81,11.91,127.88,778.53,31.87,28.89,56.62,48.61,67.52
16/10/2016,117.63,57.42,41.44,101.47,76.81,11.91,127.88,778.53,31.87,28.89,56.62,48.61,67.52
17/10/2016,117.55,57.22,41.79,99.8,76.304,11.88,127.54,779.96,31.56,28.85,54.88,48.6,67.17
18/10/2016,117.47,57.66,41.68,118.79,76.933,11.89,128.57,795.26,31.4,28.98,56.3,48.99,67.7
19/10/2016,117.12,57.53,42.73,121.87,77.95,12.01,130.11,801.56,31.85,29.06,58.58,49.48,68.35
20/10/2016,117.06,57.25,42.38,123.35,79.013,11.97,130,796.97,31.75,29.07,57.77,49.58,68.26
21/10/2016,116.6,59.66,42.17,127.5,78.558,12.02,132.07,799.37,32.04,28.98,57,49.57,68.49
22/10/2016,116.6,59.66,42.17,127.5,78.558,12.02,132.07,799.37,32.04,28.98,57,49.57,68.49
23/10/2016,116.6,59.66,42.17,127.5,78.558,12.02,132.07,799.37,32.04,28.98,57,49.57,68.49
24/10/2016,117.65,61,42.59,127.33,79.562,12.19,133.28,813.11,32.98,28.92,56.2,49.58,68.87
25/10/2016,118.25,60.99,42.55,126.51,79.512,11.85,132.29,807.67,31.6,28.65,55.11,49.59,68.8
26/10/2016,115.59,60.63,42.08,126.97,79.851,11.88,131.04,799.07,31.58,28.87,57.01,50.01,69.13
27/10/2016,114.48,60.1,41.87,126.47,79.617,11.74,129.69,795.35,31.33,28.63,57.22,49.93,69.23
28/10/2016,113.72,59.87,41.78,126.57,79.328,11.72,131.29,795.37,31.32,29.22,58.4,49.56,69.11
29/10/2016,113.72,59.87,41.78,126.57,79.328,11.72,131.29,795.37,31.32,29.22,58.4,49.56,69.11
30/10/2016,113.72,59.87,41.78,126.57,79.328,11.72,131.29,795.37,31.32,29.22,58.4,49.56,69.11
31/10/2016,113.54,59.92,41.55,124.87,79.402,11.74,130.99,784.54,31.6,29.1,57.25,49.15,69.26
01/11/2016,111.49,59.8,41.33,123.3,77.703,11.61,129.5,783.61,31.48,28.88,57.31,48.94,68.97
02/11/2016,111.59,59.43,40.68,122.34,75.312,11.4,127.17,768.7,31.45,28.49,57.4,48.54,68.68
03/11/2016,109.83,59.21,40.23,122.14,75.033,11.35,120,762.13,31.07,28.28,55.11,48.19,68.38
04/11/2016,108.84,58.71,40.28,122.03,75.013,11.34,120.75,762.02,31.16,28.44,55.84,48.17,67.76
05/11/2016,108.84,58.71,40.28,122.03,75.013,11.34,120.75,762.02,31.16,28.44,55.84,48.17,67.76
06/11/2016,108.84,58.71,40.28,122.03,75.013,11.34,120.75,762.02,31.16,28.44,55.84,48.17,67.76
07/11/2016,110.41,60.42,41.05,124.58,77.04,11.58,122.15,782.52,32.02,29.31,55.7,49.82,69.88
08/11/2016,111.06,60.47,41.16,124.34,77.489,11.48,124.22,790.51,31.73,29.42,56.97,49.91,70.03
09/11/2016,110.88,60.17,41.21,122.19,76.769,11.58,123.18,785.31,30.96,29.63,57.79,51.59,73.25
10/11/2016,107.79,58.7,40.16,115.42,76.613,11.94,120.8,762.56,32.73,30.41,57.06,53.61,76.65
11/11/2016,108.43,59.02,40.42,114.78,79.859,12.28,119.02,754.02,34.02,30.71,57.84,52.83,76.69
12/11/2016,108.43,59.02,40.42,114.78,79.859,12.28,119.02,754.02,34.02,30.71,57.84,52.83,76.69
13/11/2016,108.43,59.02,40.42,114.78,79.859,12.28,119.02,754.02,34.02,30.71,57.84,52.83,76.69
14/11/2016,105.71,58.12,39.3,113.38,80.624,12.06,115.08,736.08,33.28,30.51,57.83,54.68,79.51
15/11/2016,107.11,58.87,40.21,113.59,81.603,12.04,117.2,758.49,33.43,30.75,56.81,55.45,79.36
16/11/2016,109.99,59.65,40.98,115.19,80.397,12,116.34,764.48,33.23,30.74,56.67,54.63,77.4
17/11/2016,109.95,60.64,41.45,115.03,80.48,11.87,117.79,771.23,33.42,30.79,57.54,55.45,78.02
18/11/2016,110.06,60.35,41.19,115.21,80.816,11.76,117.02,760.54,33,30.67,54.61,55.46,77.71
19/11/2016,110.06,60.35,41.19,115.21,80.816,11.76,117.02,760.54,33,30.67,54.61,55.46,77.71
20/11/2016,110.06,60.35,41.19,115.21,80.816,11.76,117.02,760.54,33,30.67,54.61,55.46,77.71
21/11/2016,111.73,60.86,41.11,117.96,82.235,11.79,121.77,769.2,33.01,30.87,55.8,55.54,78.05
22/11/2016,111.8,61.12,41.01,118.04,83.212,11.89,121.47,768.27,33.81,31.18,58.24,56.1,78.53
23/11/2016,111.23,60.4,40.96,117.69,82.151,11.9,120.84,760.99,33.86,31.34,57.91,56.69,78.86
24/11/2016,111.23,60.4,40.96,117.69,82.313,11.9,120.84,760.99,33.86,31.34,57.91,56.69,78.86
25/11/2016,111.79,60.53,40.87,117.41,82.373,12.04,120.38,761.68,34.25,31.44,57.99,56.78,78.83
26/11/2016,111.79,60.53,40.87,117.41,82.373,12.04,120.38,761.68,34.25,31.44,57.99,56.78,78.83
27/11/2016,111.79,60.53,40.87,117.41,82.373,12.04,120.38,761.68,34.25,31.44,57.99,56.78,78.83
28/11/2016,111.57,60.61,41.45,116.93,81.613,11.92,120.41,768.24,34.05,31.25,57.21,55.47,78.32
29/11/2016,111.46,61.09,41.6,117.51,80.975,11.92,120.87,770.84,34.57,31.05,58.32,55.52,78.92
30/11/2016,110.52,60.26,41.02,117,80.217,11.96,118.42,758.04,34.53,30.76,56.99,56.39,80.17
01/12/2016,109.49,59.2,39.63,117.22,79.291,12.43,115.1,747.92,36.43,31.39,56.53,57.27,81.79
02/12/2016,109.9,59.25,40.07,120.81,79.704,12.24,115.4,750.5,35.41,31.34,55.31,56.02,81.6
03/12/2016,109.9,59.25,40.07,120.81,79.704,12.24,115.4,750.5,35.41,31.34,55.31,56.02,81.6
04/12/2016,109.9,59.25,40.07,120.81,79.704,12.24,115.4,750.5,35.41,31.34,55.31,56.02,81.6
05/12/2016,109.11,60.22,40.2,119.16,82.41,12.44,117.43,762.52,34.94,31.11,57.12,57.28,83.26
06/12/2016,109.95,59.95,39.97,124.57,83.499,12.56,117.31,759.11,35.07,31.17,57.24,57.92,83.69
07/12/2016,111.03,61.37,40.52,125.39,86.86,13.06,117.95,771.19,36.3,31.6,59.84,59.06,84.07
08/12/2016,112.12,61.01,41.41,123.24,88.562,13.03,118.91,776.42,36.42,31.53,68.84,60.15,85.12
09/12/2016,113.95,61.97,41.76,122.88,89.391,13.17,119.68,789.29,37.66,31.78,69.3,60.04,85.49
10/12/2016,113.95,61.97,41.76,122.88,89.391,13.17,119.68,789.29,37.66,31.78,69.3,60.04,85.49
11/12/2016,113.95,61.97,41.76,122.88,89.391,13.17,119.68,789.29,37.66,31.78,69.3,60.04,85.49
12/12/2016,113.3,62.17,41.3,122.83,87.603,12.82,117.77,789.27,37.1,31.86,69.71,59.55,84.73
13/12/2016,115.19,62.98,41.47,123.78,88.66,12.77,120.31,796.1,37.36,31.74,68.48,59.79,84.76
14/12/2016,115.19,62.68,40.91,123.44,88.678,12.53,120.21,797.07,35.95,31.5,68.64,59.45,84.73
15/12/2016,115.82,62.58,38.41,125,89.604,12.58,120.57,797.85,36.24,31.26,67.31,60.23,86
16/12/2016,115.97,62.3,38.61,124.22,89.65,12.63,119.87,790.8,36.37,31.75,66.42,59.75,84.94
17/12/2016,115.97,62.3,38.61,124.22,89.65,12.63,119.87,790.8,36.37,31.75,66.42,59.75,84.94
18/12/2016,115.97,62.3,38.61,124.22,89.65,12.63,119.87,790.8,36.37,31.75,66.42,59.75,84.94
19/12/2016,116.64,63.62,38.42,125.45,89.513,12.66,119.24,794.2,36.4,31.92,66.7,59.66,85.43
20/12/2016,116.95,63.54,39.16,125.12,89.954,12.78,119.09,796.42,36.61,32.25,67.59,60.8,86.53
21/12/2016,117.06,63.54,39.15,126.5,89.734,12.64,119.04,794.56,36.42,32.13,66.97,60.75,86.75
22/12/2016,116.29,63.55,38.5,125.58,89.466,12.4,117.4,791.26,35.69,31.82,64.58,60.49,86.89
23/12/2016,116.52,63.24,38.66,125.59,89.819,12.46,117.27,789.91,35.69,31.88,64.41,60.99,87.05
24/12/2016,116.52,63.24,38.66,125.59,89.819,12.46,117.27,789.91,35.69,31.88,64.41,60.99,87.05
25/12/2016,116.52,63.24,38.66,125.59,89.819,12.46,117.27,789.91,35.69,31.88,64.41,60.99,87.05
26/12/2016,116.52,63.24,38.66,125.59,89.819,12.46,117.27,789.91,35.69,31.88,64.41,60.99,87.05
27/12/2016,117.26,63.28,38.92,128.35,89.6,12.39,118.01,791.55,35.54,31.9,64.44,61.09,87.13
28/12/2016,116.76,62.99,38.73,125.89,89.341,12.25,116.92,785.05,35.15,31.7,64.48,60.04,86.5
29/12/2016,116.73,62.9,38.64,125.33,88.115,12.23,116.35,782.79,35.14,31.71,64.39,59.38,85.89
30/12/2016,115.82,62.14,38.67,123.8,88.75,12.13,115.05,771.82,34.84,31.6,64.99,59.43,86.29
